sample_name	summary_type	Prochlorococcus	Synechococcus	other_genus	unclassified
ERR1726590	percent	0.0507586773261279	0.05071437391623191	1.3569782629945142	98.54154868576313
SRR23969194	percent	3.272430187669597	0.1368304633355288	7.39712680532614	89.19361254366873
SRR23969195	percent	17.70988882096164	0.13247219228690413	4.392699572709023	77.76493941404243
SRR23969196	percent	14.12373569567322	0.13854267845823998	6.102635318109318	79.63508630775922
SRR23969197	percent	6.079770190751157	0.1047394743831294	5.89425766558334	87.92123266928238
SRR23969198	percent	12.486261461771397	0.09949427801241627	4.376901672865756	83.03734258735042
SRR23969199	percent	0.060489602935754096	0.007675057000488178	6.3166366168109835	93.61519872325277
SRR23969200	percent	12.811234416015285	0.10458051969458237	4.874763600005877	82.20942146428426
SRR23969201	percent	23.239445158538103	0.2922418500451107	4.321684181847761	72.14662880956902
SRR23969202	percent	17.308185998262886	0.2009040933523384	3.604040254950569	78.88686965343422
SRR23969193	percent	4.88347251327131	0.040402622158832446	7.828719284975924	87.24740557959393
SRR23969203	percent	3.910554335924004	0.18734590741205168	5.684927783673464	90.21717197299049
SRR23969205	percent	12.696011204215743	0.15228350927092377	6.116828806488759	81.03487648002458
SRR23969206	percent	16.826444144688917	0.11697994921100768	5.066796590182673	77.9897793159174
SRR23969207	percent	15.241901456183932	0.12348816357452247	5.927628002913502	78.70698237732803
SRR23969208	percent	17.2516618487864	0.1098418790657724	3.7627054876759933	78.87579078447183
SRR23969209	percent	8.644345432416111	0.1279479234509396	5.72424513147686	85.50346151265609
SRR23969210	percent	17.36383647384787	0.5521584109757659	5.129494356460181	76.95451075871618
SRR23969211	percent	6.298137409306638	0.18127965025663614	6.453415822864267	87.06716711757247
SRR23969212	percent	13.16254831908269	0.0478390348061619	3.2150381444901033	83.57457450162104
SRR23969213	percent	19.28622613187749	0.19703880518849448	5.629788809636943	74.88694625329707
SRR23969204	percent	17.57174335421983	0.19084921532100985	4.1000592966138205	78.13734813384534
SRR23969214	percent	12.074527917573967	0.16010662968157352	6.157036132336825	81.60832932040763
SRR23969192	percent	14.392632976054514	0.10230650317536927	6.860284946981607	78.64477557378851
SRR23969190	percent	9.624047545871468	0.1577132319777119	5.76759520549859	84.45064401665223
SRR23969170	percent	0.16198569901670468	0.009408738252338575	7.889359015884829	91.93924654684614
SRR23969171	percent	11.790092252559406	0.09154889016898803	4.500890877393501	83.6174679798781
SRR23969172	percent	7.866470940019564	0.08471862661711418	8.327775502298955	83.72103493106437
SRR23969173	percent	16.371126223110437	0.15213480520763117	6.1661025427529115	77.31063642892902
SRR23969174	percent	7.271288391828601	0.18057819884926835	5.89447684559116	86.65365656373098
SRR23969175	percent	0.13487808978175192	0.010935327049482354	6.14536174027919	93.70882484288957
SRR23969176	percent	20.061819621766183	0.2808078882170143	3.95203112320882	75.70534136680799
SRR23969177	percent	7.407938597410634	0.09856765135225533	5.490921025854884	87.00257272538222
SRR23969178	percent	17.18599499507515	0.5821247297550479	4.943879228784459	77.28800104638535
SRR23969191	percent	11.215719546614789	0.21947158102857858	6.643464230433958	81.92134464192267
SRR23969179	percent	19.287981481736622	0.14814008812134585	5.047620520994734	75.5162579091473
SRR23969181	percent	14.990182117564938	0.10714232444512929	4.192825332093284	80.70985022589664
SRR23969182	percent	14.446589459335424	0.08251204231145036	4.469153875971372	81.00174462238175
SRR23969183	percent	16.497777413075745	0.12450138254617214	7.145607933098488	76.23211327127959
SRR23969184	percent	13.348837967213859	0.36889672672979046	5.72668444755367	80.55558085850268
SRR23969185	percent	8.59530530363261	0.24095181787913145	5.386334440603676	85.77740843788459
SRR23969186	percent	10.023740949034421	0.19602456430771412	7.252621238758172	82.5276132478997
SRR23969187	percent	0.07042434191035814	0.007976504790280534	7.341738916730583	92.57986023656878
SRR23969188	percent	0.6935735564713559	0.04037777955476848	8.566411668501084	90.69963699547279
SRR23969189	percent	13.916755520908614	0.0793451469297364	5.199294818956439	80.80460451320522
SRR23969180	percent	16.41159114959121	0.15696538421628914	5.6883553062589804	77.74308815993352
SRR23969169	percent	16.911442752831192	0.07800992079578548	4.141635890115544	78.86891143625748
SRR23969215	percent	0.2908113189125388	0.01980378833426423	8.426319234696237	91.26306565805696
SRR23969217	percent	16.56951010226847	0.11785527677365339	6.964764914408686	76.34786970654919
SRR9178089	percent	14.852077684175798	0.087381675169945	5.274476708348647	79.78606393230561
SRR9178090	percent	3.2357229725153545	0.11406640936721807	8.24001668160273	88.4101939365147
SRR9178091	percent	0.1452018408210774	0.008700197967221376	8.220557121954396	91.6255408392573
SRR9178092	percent	13.303737495892298	0.1022875516644704	4.563422139028641	82.03055281341459
SRR9178093	percent	15.555813937769289	0.10946499793024922	5.109986958829131	79.22473410547133
SRR9178094	percent	13.72769667060139	0.11822669521150296	3.7171197602110886	82.43695687397602
SRR9178095	percent	0.09132686097489555	0.007939224719240143	7.835091991899929	92.06564192240594
SRR9178096	percent	2.3685467128714226	0.07147477282502518	8.823900621709548	88.736077892594
SRR9178097	percent	13.62270706829269	0.17479251435158408	3.3453666867724468	82.85713373058327
SRR9178088	percent	1.8486900153346193	0.06292025566616712	6.221019166337313	91.8673705626619
SRR9178098	percent	0.50384766336034	0.024793154809083336	9.281940259975945	90.18941892185464
SRR9178101	percent	0.23327253425346303	0.011304773279656389	8.303647176728882	91.45177551573799
SRR9178102	percent	8.660863396738803	0.07968962134569055	7.187661341784914	84.07178564013059
SRR9178103	percent	21.62427757636243	0.07312532778416411	3.553354010273287	74.74924308558012
