sample_name	summary_type	Prochlorococcus	Synechococcus	other_genus	unclassified	depth	filter size (um)	cell_state	binned_depth
SRR9178403	percent	1.1181356904379194	0.0462084939245044	33.012363314156865	65.82329250148071	175.0	0.2	Free-living	300
SRR9178404	percent	15.2334569526237	0.0867201578153051	28.18737598997193	56.49244689958907	25.0	0.2	Free-living	45
SRR9178405	percent	18.3548569798471	0.120800670322075	30.562821706000943	50.961520643829886	25.0	0.2	Free-living	45
SRR9178406	percent	5.700926229521115	0.0797661788099753	31.81467334459897	62.404634247069936	150.0	0.2	Free-living	150
SRR9178407	percent	15.780523349848266	0.1229263553353564	31.359879094442043	52.73667120037433	5.0	0.2	Free-living	5
SRR9178408	percent	0.2187959343170206	0.0135876073982802	29.775387546047448	69.99222891223725	175.0	0.2	Free-living	300
SRR9178409	percent	0.4110052973562025	0.0137313133434913	33.85579073478465	65.71947265451567	200.0	0.2	Free-living	300
SRR9178374	percent	0.528908916629571	0.0255188848093511	31.002672887989903	68.44289931057118	200.0	0.2	Free-living	300
SRR9178410	percent	19.706433608617253	0.2080890635048603	23.815937355947938	56.26953997192995	100.0	0.2	Free-living	150
SRR9178436	percent	17.30331573563857	0.2057572701952307	33.174956308085235	49.315970686080966	25.0	0.2	Free-living	45
SRR9178437	percent	12.058765988662454	0.1007562684185476	27.79796842570456	60.042509317214446	125.0	0.2	Free-living	150
SRR9178438	percent	15.561700895339714	0.1074543608735752	24.37262732187043	59.95821742191628	5.0	0.2	Free-living	5
SRR9178439	percent	0.2286647145529273	0.0149400339228569	31.85862295867891	67.8977722928453	200.0	0.2	Free-living	300
SRR9178441	percent	6.119175400371677	0.0744150138134683	32.571644822710816	61.234764763104046	150.0	0.2	Free-living	150
SRR9178442	percent	4.56911331689357	0.0715086414566516	26.467651064522563	68.8917269771272	125.0	0.2	Free-living	150
SRR9178443	percent	13.97962826513542	0.1024229857579945	31.6464978261582	54.27145092294838	25.0	0.2	Free-living	45
SRR9178411	percent	12.75695887457211	0.1588772124573498	26.089895921908116	60.99426799106242	45.0	0.2	Free-living	45
SRR9178373	percent	0.3249647202446895	0.0200293241276339	29.207460243494943	70.44754571213274	175.0	0.2	Free-living	300
SRR9178371	percent	2.372633271863761	0.0944562489554633	30.652967702456078	66.8799427767247	150.0	0.2	Free-living	150
SRR9178335	percent	18.219915487177985	0.1606379277483449	26.9863374318426	54.63310915323108	5.0	0.2	Free-living	5
SRR9178337	percent	18.06969460634925	0.1264370782944704	29.22374849927473	52.58011981608155	5.0	0.2	Free-living	5
SRR9178338	percent	15.23057647073485	0.1174619476525984	29.717588360086268	54.934373221526286	5.0	0.2	Free-living	5
SRR9178339	percent	1.5051069722757204	0.0853147141813909	28.12383466753648	70.28574364600641	150.0	0.2	Free-living	150
SRR9178353	percent	19.38869464580627	0.0995243112612012	30.27729358511178	50.23448745782076	5.0	0.2	Free-living	5
SRR9178354	percent	0.2975893751026287	0.0147169907521825	32.285367391713635	67.40232624243156	200.0	0.2	Free-living	300
SRR9178355	percent	0.1480476752773962	0.0106946658372664	29.774884945817963	70.06637271306737	250.0	0.2	Free-living	300
SRR9178356	percent	6.333689377896596	0.0582625898759682	28.659956295472394	64.94809173675505	100.0	0.2	Free-living	150
SRR9178372	percent	0.3107092086580243	0.0152400670331737	29.844332661363172	69.82971806294562	250.0	0.2	Free-living	300
SRR9178357	percent	14.710148618706135	0.0973032888892728	25.22613170012854	59.966416392276045	75.0	0.2	Free-living	75
SRR9178359	percent	14.831543976094869	0.0996621842564308	25.1727723602274	59.8960214794213	75.0	0.2	Free-living	75
SRR9178360	percent	1.354546304183507	0.0481679419034971	37.03434957227195	61.56293618164105	150.0	0.2	Free-living	150
SRR9178361	percent	4.966749608308737	0.2216947403405048	28.27833317281413	66.53322247853663	150.0	0.2	Free-living	150
SRR9178362	percent	12.424844234696373	0.1196718024159043	27.563214775497435	59.89226918739029	75.0	0.2	Free-living	75
SRR9178366	percent	14.651975844898825	0.0688632270367623	22.34346858777413	62.93569234029028	5.0	0.2	Free-living	5
SRR9178367	percent	14.045462195042925	0.1016275618907305	30.394501746390507	55.45840849667584	45.0	0.2	Free-living	45
SRR9178368	percent	18.573152829221417	0.1484369032102106	27.073157910899283	54.205252356669085	5.0	0.2	Free-living	5
SRR9178369	percent	0.4830386849181658	0.0261431520938363	30.172411063543787	69.31840709944422	175.0	0.2	Free-living	300
SRR9178370	percent	4.575056265851947	0.0603492601013744	31.67548150025213	63.68911297379455	150.0	0.2	Free-living	150
SRR9178358	percent	18.763332688876687	0.1590812545107747	25.518503609913207	55.55908244669933	75.0	0.2	Free-living	75
SRR9178457	percent	0.1407595801969645	0.0094249932956725	31.40149968575222	68.44831574075513	250.0	0.2	Free-living	300
SRR9178458	percent	1.0833816087013517	0.0495960714323135	29.32880891211732	69.53821340774901	200.0	0.2	Free-living	300
SRR9178494	percent	17.358327012677428	0.0897874011305089	33.359631323357505	49.19225426283455	5.0	0.2	Free-living	5
SRR9178495	percent	0.5810756757259581	0.0292392000376112	31.13021701620877	68.25946810802765	175.0	0.2	Free-living	300
SRR9178498	percent	2.4649744164769936	0.1007496192621045	30.175182530207454	67.25909343405345	200.0	0.2	Free-living	300
SRR9178499	percent	0.1289769594278304	0.006816711110796	32.9133232031586	66.95088312630278	500.0	0.2	Free-living	1000
SRR9178500	percent	6.21364818311444	0.1172113246420085	24.405350138904573	69.26379035333898	150.0	0.2	Free-living	150
SRR9178501	percent	0.112610371668981	0.0082622073193758	29.763298384305337	70.11582903670632	250.0	0.2	Free-living	300
SRR9178502	percent	17.23365034393535	0.1108383189365132	26.796194492599767	55.85931684452837	45.0	0.2	Free-living	45
SRR9178503	percent	8.053410629598593	0.095582955220928	31.961321918765584	59.889684496414894	125.0	0.2	Free-living	150
SRR9178504	percent	4.792765103229463	0.2253350978909069	24.028994458206125	70.9529053406735	125.0	0.2	Free-living	150
SRR9178493	percent	11.193663488718396	0.1137028753406895	26.968370934722508	61.7242627012184	125.0	0.2	Free-living	150
SRR9178507	percent	0.1203455176234591	0.009532639475283	33.9855436776099	65.88457816529136	250.0	0.2	Free-living	300
SRR9178528	percent	7.695085405911871	0.0576602812332793	23.716475072764883	68.53077924008997	100.0	0.2	Free-living	150
SRR9178529	percent	7.891227240290164	0.1015198785460109	31.89645317866824	60.11079970249558	125.0	0.2	Free-living	150
SRR9178530	percent	11.733187635625567	0.107709397897173	25.23136908489897	62.92773388157829	75.0	0.2	Free-living	75
SRR9178531	percent	15.581711375685533	0.080927333636676	26.19567582535456	58.14168546532324	75.0	0.2	Free-living	75
SRR9178532	percent	2.9917825951872463	0.0732369658596845	35.29844653922868	61.63653389972439	150.0	0.2	Free-living	150
SRR9178533	percent	5.978145898700993	0.1371769720892361	29.6535733275434	64.23110380166636	125.0	0.2	Free-living	150
SRR9178535	percent	0.2539129792392545	0.0150933975620023	28.273797203751737	71.457196419447	200.0	0.2	Free-living	300
SRR9178492	percent	0.3640313531108238	0.0199701141277308	28.171758676596895	71.44423985616454	175.0	0.2	Free-living	300
SRR9178491	percent	0.440558060410599	0.0217494694105833	35.14139882217533	64.39629364800349	200.0	0.2	Free-living	300
SRR9178490	percent	17.05814525722938	0.0888389708995644	28.75360718304926	54.0994085888218	45.0	0.2	Free-living	45
SRR9178459	percent	1.9758911696554649	0.0881242184885925	31.68571366804519	66.25027094381075	175.0	0.2	Free-living	300
SRR9178460	percent	0.1854365089078043	0.0095649117687387	29.597144135180287	70.20785444414317	225.0	0.2	Free-living	300
SRR9178461	percent	13.54520625307551	0.096595793289534	24.454010698279056	61.9041872553559	125.0	0.2	Free-living	150
SRR9178462	percent	15.045381193203394	0.0763718190201919	26.070348497348668	58.80789849042775	75.0	0.2	Free-living	75
SRR9178463	percent	0.0919624427924911	0.0104509995436026	31.566183932668245	68.33140262499566	500.0	0.2	Free-living	1000
SRR9178464	percent	1.1212450525188902	0.0526602677667785	27.610662605327867	71.21543207438647	150.0	0.2	Free-living	150
SRR9178465	percent	19.47648468966283	0.1200199795506027	28.46604839608676	51.93744693469981	100.0	0.2	Free-living	150
SRR9178476	percent	14.801044660035927	0.153647318945082	24.13765128510399	60.907656735915	75.0	0.2	Free-living	75
SRR9178477	percent	1.3419885977656905	0.046380516522283	36.86325949175799	61.74837139395404	150.0	0.2	Free-living	150
SRR9178478	percent	1.949531063662659	0.0619675491688078	26.603332516982803	71.38516887018574	175.0	0.2	Free-living	300
SRR9178479	percent	0.7043998068143971	0.0288897921986651	30.137006669211573	69.12970373177536	150.0	0.2	Free-living	150
SRR9178480	percent	0.15686511672301	0.0096493293242869	33.452984352743215	66.38050120120948	250.0	0.2	Free-living	300
SRR9178482	percent	16.46937404058187	0.1481582075563991	30.403223272652767	52.979244479208965	75.0	0.2	Free-living	75
SRR9178483	percent	22.868673010630967	0.1531298410135812	25.016377127520038	51.96182002083541	75.0	0.2	Free-living	75
SRR9178484	percent	6.511835176064026	0.1539218420107068	31.97790729515704	61.35633568676823	150.0	0.2	Free-living	150
SRR9178485	percent	7.778629493971728	0.0626050188963634	27.32894311212293	64.82982237500899	100.0	0.2	Free-living	150
SRR9178486	percent	0.2167126061385432	0.0130162587113741	32.882499100068834	66.88777203508126	200.0	0.2	Free-living	300
SRR9178487	percent	17.536592332565625	0.1549110009941239	28.623144978906467	53.685351687533775	45.0	0.2	Free-living	45
