sample_name	cell_state	depth	binned_depth	Total Classified Read	Prochlorococcus	Pro/Syn Ratio	Pro Abundance	Pro/Syn Ratio Condition	Pro Abundance Condition	Pro Count Condition	Sample Pass
KJ_26	Particle-bound	75.0	75	151612.0	20166.0	34.295918367346935	0.1330105796374957	True	True	False	True
SRR23969194	Free-living	125.0	150	5012991.0	587567.0	23.915947574080104	0.11720886791937189	True	True	True	True
KJ_37_38	Particle-bound	150.0	150	333104.0	19833.0	23.837740384615383	0.05953996349488448	True	True	False	True
SRR23969183	Free-living	75.0	75	9463450.0	3289183.0	132.51079687374104	0.347567007803708	True	True	True	True
SRR23969184	Free-living	100.0	150	8657058.0	2637803.0	36.18584010096576	0.30469970283207065	True	True	True	True
KJ_34_35	Particle-bound	150.0	150	460326.0	36308.0	28.656669297553275	0.07887453674135286	True	True	False	True
SRR23969185	Free-living	25.0	45	7044650.0	1720582.0	35.672299048369375	0.24423952928818324	True	True	True	True
SRR23969186	Free-living	75.0	75	6960076.0	1986344.0	51.13512678594414	0.28539113653356657	True	True	True	True
KJ_32	Free-living	75.0	75	2984154.0	729515.0	106.51408964812381	0.24446291980909832	True	True	True	True
SRR23969187	Free-living	770.0	1000	5638933.0	13835.0	8.828972559029994	0.002453478344218667	True	False	False	False
SRR23969188	Free-living	150.0	150	5083071.0	128021.0	17.17710988863545	0.025185758766698322	True	True	True	True
KJ_31	Free-living	75.0	75	4077956.0	951133.0	199.31538139145013	0.2332376808381454	True	True	True	True
SRR23969189	Free-living	125.0	150	12257528.0	4306653.0	175.39516982976298	0.35134759635058554	True	True	True	True
SRR23969190	Free-living	45.0	45	8181491.0	2411180.0	61.022448308151745	0.2947115629657235	True	True	True	True
KJ_29	Free-living	75.0	75	569798.0	69121.0	37.24191810344828	0.12130790209863847	True	True	True	True
SRR23969191	Free-living	75.0	75	5896095.0	1942436.0	51.10328860826098	0.32944448825875433	True	True	True	True
SRR23969192	Free-living	100.0	150	9108543.0	2891427.0	140.68150634943805	0.31744121974282824	True	True	True	True
KJ_28	Free-living	75.0	75	841209.0	117719.0	46.40086716594403	0.13994025266015936	True	True	True	True
SRR23969193	Free-living	125.0	150	6941876.0	954391.0	120.8701874366768	0.13748315296902452	True	True	True	True
SRR23969207	Free-living	25.0	45	7878323.0	2797373.0	123.42803565125308	0.35507213908340646	True	True	True	True
SRR23969208	Free-living	5.0	5	11724022.0	3694029.0	157.059056122449	0.31508205972319053	True	True	True	True
KJ_123	Free-living	1000.0	1000	484189.0	1566.0	4.539130434782609	0.003234274219364752	True	True	False	True
SRR23969209	Free-living	125.0	150	8559003.0	2230203.0	67.56143592850651	0.2605680825208263	True	True	True	True
SRR23969224	Free-living	5.0	5	8725151.0	2827721.0	148.76478324915826	0.3240884885545247	True	True	True	True
KJ_111	Free-living	300.0	300	373655.0	2074.0	6.209580838323354	0.005550574728024515	True	True	False	True
SRR23969225	Free-living	5.0	5	8176665.0	2575848.0	93.07826841078268	0.31502427945867906	True	True	True	True
SRR23969226	Free-living	125.0	150	15609879.0	5923204.0	108.19823176969166	0.3794522686562785	True	True	True	True
KJ_109_110	Particle-bound	300.0	300	113071.0	993.0	3.597826086956522	0.008782092667439043	True	True	False	True
SRR23969227	Free-living	25.0	45	11587957.0	3828813.0	158.18926623698562	0.3304131176876131	True	True	True	True
SRR23969228	Free-living	75.0	75	7182415.0	2423175.0	78.85629210192326	0.3373760775449483	True	True	True	True
KJ_108	Particle-bound	300.0	300	122637.0	736.0	3.2139737991266375	0.006001451437983643	True	True	False	True
SRR23969229	Free-living	75.0	75	9289896.0	3508967.0	37.79544597753148	0.3777186526092434	True	True	True	True
SRR23969230	Free-living	5.0	5	12602284.0	4109078.0	157.75023034398035	0.32605819706967404	True	True	True	True
KJ_106_107	Particle-bound	300.0	300	155209.0	3179.0	4.348837209302325	0.020482059674374553	True	True	False	True
SRR9178068	Free-living	500.0	1000	12767842.0	27762.0	10.011539848539488	0.002174369012398493	True	False	False	False
SRR9178079	Free-living	250.0	300	11814590.0	33298.0	11.442611683848797	0.002818379647537494	True	True	False	True
KJ_105	Particle-bound	300.0	300	69886.0	573.0	2.6651162790697676	0.008199067052056206	True	True	False	True
SRR9178080	Free-living	500.0	1000	11276781.0	26435.0	9.849105812220566	0.002344197337875055	True	False	False	False
SRR9178081	Free-living	225.0	300	9850584.0	77560.0	23.886664613489376	0.00787364485191944	True	True	True	True
KJ_103_104	Free-living	150.0	150	3724832.0	64377.0	18.304520898493035	0.017283195591103168	True	True	True	True
SRR23969223	Free-living	5.0	5	8459128.0	2190103.0	45.53512693099362	0.25890410926516305	True	True	True	True
SRR9178083	Free-living	125.0	150	11907565.0	2841960.0	39.72213680708914	0.23866844312838098	True	True	True	True
KJ_112_113	Free-living	300.0	300	270170.0	2273.0	7.193037974683544	0.008413221305104194	True	True	False	True
SRR23969221	Free-living	100.0	150	18678025.0	6367216.0	130.4864333142061	0.3408934295783414	True	True	True	True
SRR23969210	Free-living	5.0	5	9689578.0	3640611.0	31.44720089143035	0.3757244123531489	True	True	True	True
KJ_121_122	Particle-bound	1000.0	1000	30189.0	214.0	2.4318181818181817	0.007088674682831495	True	True	False	True
SRR23969211	Free-living	125.0	150	11370869.0	2073442.0	34.742660857908845	0.18234683734374216	True	True	True	True
SRR23969212	Free-living	5.0	5	7511194.0	2580836.0	275.1424307036247	0.34359863425175813	True	True	True	True
KJ_120	Particle-bound	1000.0	1000	82565.0	602.0	6.615384615384615	0.007291225095379398	True	True	False	True
SRR23969213	Free-living	100.0	150	17049759.0	7023502.0	97.88034450080829	0.4119414239227663	True	True	True	True
SRR23969214	Free-living	5.0	5	7984703.0	2353719.0	75.41553989106056	0.29477852839360463	True	True	True	True
KJ_118_119	Particle-bound	1000.0	1000	119833.0	3951.0	27.823943661971832	0.03297088448090259	True	True	False	True
SRR23969215	Free-living	150.0	150	5322796.0	58856.0	14.684630738522953	0.011057346552451004	True	True	True	True
SRR23969216	Free-living	100.0	150	7901168.0	3178284.0	136.87110804874897	0.402254957748019	True	True	True	True
KJ_117	Particle-bound	1000.0	1000	40167.0	464.0	10.08695652173913	0.011551771354594568	True	True	False	True
SRR23969217	Free-living	45.0	45	5024502.0	1801546.0	140.59200874044015	0.35855215103904825	True	True	True	True
SRR23969218	Free-living	75.0	75	19940248.0	6842124.0	138.0796738779464	0.34313133918896094	True	True	True	True
KJ_115_116	Free-living	300.0	300	2601205.0	4821.0	6.966763005780347	0.0018533718026837562	True	False	False	False
SRR23969219	Free-living	45.0	45	7482338.0	3036051.0	78.62769015616502	0.40576234326757227	True	True	True	True
SRR23969220	Free-living	100.0	150	14419910.0	6002017.0	194.2966236120553	0.4162312386138332	True	True	True	True
KJ_114	Free-living	300.0	300	3319485.0	6133.0	7.543665436654367	0.0018475757534677818	True	False	False	False
SRR23969222	Free-living	75.0	75	12739669.0	4167609.0	83.76598396076618	0.32713636437493	True	True	True	True
SRR9178536	Free-living	125.0	150	11230375.0	1543252.0	39.86186232726333	0.13741767305187938	True	True	True	True
